EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,Department_clean,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Data_Quality_Notes
RM853,29,26-35,No,Travel_Rarely,1401,Research & Development,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,Upto 5k,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1153,21,18-25,No,Travel_Rarely,546,Research & Development,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,Research Scientist,4,Single,3117,Upto 5k,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM383,26,26-35,Yes,Travel_Frequently,575,Research & Development,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3102,Upto 5k,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM174,30,26-35,No,Non-Travel,111,Research & Development,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,Upto 5k,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM243,41,36-45,No,Travel_Rarely,1411,Research & Development,Research & Development,19,2,Life Sciences,1,334,3,Male,36,3,2,Research Scientist,1,Divorced,3072,Upto 5k,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1156,39,36-45,No,Travel_Rarely,170,Research & Development,Sales,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,Upto 5k,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM006,32,26-35,No,Travel_Frequently,1005,Research & Development,Research & Development,2,2,Life Sciences,1,8,4,Male,79,3,1,Laboratory Technician,4,Single,3068,Upto 5k,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1418,31,26-35,No,Travel_Rarely,1154,Sales,Research & Development,2,2,Life Sciences,1,1996,1,Male,54,3,1,Sales Representative,3,Married,3067,Upto 5k,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1383,31,26-35,No,Non-Travel,976,Research & Development,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3065,Upto 5k,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM171,27,26-35,No,Travel_Rarely,1157,Research & Development,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,Upto 5k,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM560,38,36-45,No,Travel_Rarely,268,Research & Development,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057,Upto 5k,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1266,33,26-35,No,Non-Travel,775,Research & Development,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055,Upto 5k,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM496,27,26-35,Yes,Travel_Rarely,1420,Sales,Research & Development,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,Upto 5k,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM170,32,26-35,No,Travel_Rarely,120,Research & Development,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038,Upto 5k,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM075,36,36-45,No,Travel_Rarely,132,Research & Development,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,3038,Upto 5k,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM387,37,36-45,No,Travel_Rarely,1107,Research & Development,Sales,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,Upto 5k,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM857,20,18-25,No,Travel_Rarely,805,Research & Development,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,Upto 5k,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM048,37,36-45,No,Travel_Rarely,408,Research & Development,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,Upto 5k,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1016,34,26-35,No,Travel_Frequently,560,Research & Development,Human Resources,1,4,Other,1,1431,4,Male,91,3,1,Research Scientist,1,Divorced,2996,Upto 5k,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM990,37,36-45,No,Travel_Rarely,1439,Research & Development,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,Upto 5k,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM910,19,18-25,No,Travel_Rarely,265,Research & Development,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,Upto 5k,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1401,38,36-45,No,Travel_Frequently,1444,Human Resources,Research & Development,1,4,Other,1,1972,4,Male,88,3,1,Human Resources,2,Married,2991,Upto 5k,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM438,30,26-35,No,Travel_Rarely,413,Sales,Research & Development,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,Upto 5k,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM804,34,26-35,No,Non-Travel,697,Research & Development,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,Upto 5k,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1459,35,26-35,No,Travel_Rarely,287,Research & Development,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,2977,Upto 5k,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM348,47,46-55,No,Travel_Frequently,1309,Sales,Research & Development,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976,Upto 5k,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1220,29,26-35,No,Travel_Rarely,1082,Research & Development,Sales,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,Upto 5k,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM690,20,18-25,Yes,Travel_Rarely,129,Research & Development,Research & Development,4,3,Technical Degree,1,960,1,Male,84,3,1,Laboratory Technician,1,Single,2973,Upto 5k,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM649,37,36-45,No,Travel_Frequently,1231,Sales,Research & Development,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973,Upto 5k,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1116,34,26-35,No,Travel_Rarely,479,Research & Development,Research & Development,7,4,Medical,1,1577,1,Male,35,3,1,Research Scientist,4,Single,2972,Upto 5k,22061,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM025,34,26-35,Yes,Travel_Rarely,699,Research & Development,Research & Development,6,1,Medical,1,31,2,Male,83,3,1,Research Scientist,1,Single,2960,Upto 5k,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1313,31,26-35,Yes,Travel_Rarely,359,Human Resources,Research & Development,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,Upto 5k,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM102,32,26-35,No,Travel_Rarely,827,Research & Development,Sales,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,2956,Upto 5k,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1001,52,46-55,No,Travel_Rarely,258,Research & Development,Research & Development,8,4,Other,1,1409,3,Female,54,3,1,Laboratory Technician,1,Married,2950,Upto 5k,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM135,26,26-35,No,Travel_Rarely,1355,Human Resources,Research & Development,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,Upto 5k,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM773,56,55+,No,Travel_Frequently,1240,Research & Development,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,Upto 5k,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1321,42,36-45,No,Non-Travel,355,Research & Development,Research & Development,10,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,3,Married,2936,Upto 5k,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM858,44,36-45,Yes,Travel_Rarely,1097,Research & Development,Sales,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,Upto 5k,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM018,22,18-25,No,Non-Travel,1123,Research & Development,Research & Development,16,2,Medical,1,22,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,Upto 5k,7324,1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1350,26,26-35,No,Travel_Rarely,482,Research & Development,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933,Upto 5k,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1253,34,26-35,No,Travel_Rarely,181,Research & Development,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,Upto 5k,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1213,34,26-35,No,Travel_Rarely,678,Research & Development,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,Upto 5k,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM103,20,18-25,Yes,Travel_Frequently,871,Research & Development,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,Upto 5k,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM013,31,26-35,No,Travel_Rarely,670,Research & Development,Research & Development,26,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,Divorced,2911,Upto 5k,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM247,33,26-35,No,Travel_Rarely,832,Research & Development,Research & Development,5,4,Life Sciences,1,338,3,Female,63,2,1,Research Scientist,4,Married,2911,Upto 5k,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1057,28,26-35,Yes,Travel_Frequently,1496,Sales,Research & Development,1,3,Technical Degree,1,1486,1,Male,92,3,1,Sales Representative,3,Married,2909,Upto 5k,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM004,33,26-35,No,Travel_Frequently,1392,Research & Development,Human Resources,3,4,Life Sciences,1,5,4,Female,56,3,1,Research Scientist,3,Married,2909,Upto 5k,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM346,23,18-25,No,Travel_Rarely,1309,Research & Development,Sales,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,Upto 5k,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM643,38,36-45,No,Travel_Rarely,395,Sales,Research & Development,9,3,Marketing,1,893,2,Male,98,2,1,Sales Representative,2,Married,2899,Upto 5k,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1398,54,46-55,No,Travel_Rarely,155,Research & Development,Research & Development,9,2,Life Sciences,1,1969,1,Female,67,3,2,Research Scientist,3,Married,2897,Upto 5k,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM109,25,18-25,No,Travel_Rarely,1280,Research & Development,Sales,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,2889,Upto 5k,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM480,24,18-25,Yes,Travel_Frequently,1287,Research & Development,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,Upto 5k,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM419,26,26-35,No,Travel_Rarely,1349,Research & Development,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,Upto 5k,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM913,26,26-35,No,Travel_Rarely,583,Research & Development,Sales,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,Upto 5k,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM110,22,18-25,No,Travel_Rarely,534,Research & Development,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,Upto 5k,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1387,26,26-35,No,Travel_Rarely,157,Research & Development,Sales,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,Single,2867,Upto 5k,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1380,27,26-35,Yes,Travel_Frequently,1337,Human Resources,Sales,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,2863,Upto 5k,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1234,30,26-35,No,Travel_Rarely,793,Research & Development,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,Upto 5k,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM082,35,26-35,No,Travel_Rarely,1214,Research & Development,Human Resources,1,3,Medical,1,105,2,Male,30,2,1,Research Scientist,3,Single,2859,Upto 5k,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1392,38,36-45,No,Travel_Rarely,1404,Sales,Research & Development,1,3,Life Sciences,1,1961,1,Male,59,2,1,Sales Representative,1,Single,2858,Upto 5k,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1338,28,26-35,No,Travel_Rarely,1172,Sales,Research & Development,3,3,Medical,1,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,Upto 5k,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM861,22,18-25,Yes,Travel_Frequently,1256,Research & Development,Human Resources,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,Upto 5k,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM364,33,26-35,Yes,Travel_Rarely,350,Sales,Research & Development,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,2851,Upto 5k,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM827,38,36-45,No,Travel_Rarely,433,Human Resources,Research & Development,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844,Upto 5k,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM931,51,46-55,No,Travel_Frequently,968,Research & Development,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,Upto 5k,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1427,32,26-35,No,Travel_Rarely,267,Research & Development,Research & Development,29,4,Life Sciences,1,2010,3,Female,49,2,1,Laboratory Technician,2,Single,2837,Upto 5k,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM488,20,18-25,No,Travel_Rarely,959,Research & Development,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,2836,Upto 5k,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM119,36,36-45,No,Travel_Rarely,922,Research & Development,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,Upto 5k,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM851,32,26-35,No,Non-Travel,862,Sales,Research & Development,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,Upto 5k,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM766,38,36-45,No,Travel_Frequently,1186,Research & Development,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,Upto 5k,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM517,23,18-25,No,Travel_Rarely,885,Research & Development,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married,2819,Upto 5k,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM632,44,36-45,No,Travel_Rarely,986,Research & Development,Research & Development,8,4,Life Sciences,1,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,Upto 5k,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1138,22,18-25,No,Non-Travel,457,Research & Development,Sales,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,Upto 5k,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM718,27,26-35,No,Travel_Rarely,1134,Research & Development,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811,Upto 5k,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1384,36,36-45,No,Non-Travel,1351,Research & Development,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,Upto 5k,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1456,40,36-45,No,Travel_Rarely,1322,Research & Development,Sales,2,4,Life Sciences,1,2048,3,Male,52,2,1,Research Scientist,3,Single,2809,Upto 5k,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1330,29,26-35,No,TravelRarely,352,Human Resources,Research & Development,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804,Upto 5k,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM646,29,26-35,Yes,Travel_Rarely,341,Sales,Research & Development,1,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,Upto 5k,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
